0.,2864.
0.0005,2813.8459100706673
0.001,2668.1712472015743
0.0015,2440.7272934834136
0.002,2152.484038414112
0.0025,1829.0064922528961
0.003,1497.331730009553
0.0035,1182.7911733295512
0.004,906.2185474233569
0.0045,681.9126914366136
0.005,516.5987991616056
0.0055,409.4731477764925
0.006,353.25118978805517
0.0065,335.9936203021631
0.007,343.382139843321
0.0075,361.07078740330996
0.008,376.7546010870967
0.0085,381.6692249298631
0.009,371.3481076640314
0.0095,345.59714132907584
0.01,307.7766426810947
0.0105,263.5859395803581
0.011,219.61034129349954
0.0115,181.90573206332698
0.012,154.86317605179585
0.0125,140.52386065403104
0.013,138.41883891060363
0.0135,145.90699071514288
0.014,158.896760981967
0.0145,172.77735403141827
0.015,183.3619546852872
0.0155,187.66073697654346
0.016,184.34932975366232
0.0165,173.86778867721168
0.017,158.16147796318265
0.0175,140.14372831116168
0.018,123.00827771145215
0.0185,109.5395121251985
0.019,101.55842631930798
0.0195,99.60591402550415
0.02,102.91115759737237
0.0205,109.6330690783458
0.021,117.30897013692007
0.0215,123.40715816710781
0.022,125.86513030493856
0.0225,123.50468441184465
0.023,116.24569012388667
0.0235,105.08484815963932
0.024,91.85468406874257
0.0245,78.82142530111695
0.025,68.20995060217543
0.0255,61.754496786343836
0.026,60.36410466997584
0.0265,63.964790797441815
0.027,71.54234725293885
0.0275,81.36861203643454
0.028,91.35834180538728
0.0285,99.48032714472382
0.029,104.13923102665673
0.0295,104.4544646202119
0.03,100.38647348545611
0.0305,92.69360303640633
0.031,82.73725727220075
0.0315,72.1823414717605
0.032,62.65835252520331
0.0325,55.45077107192572
0.033,51.28242911773055
0.0335,50.222984702229006
0.034,51.736464189765236
0.0345,54.84809163996454
0.035,58.388217332008956
0.0355,61.25763512629511
0.036,62.657265456195894
0.0365,62.23579012221988
0.037,60.12862204397599
0.0375,56.88605529945441
0.038,53.31226004308452
0.0385,50.25499628746325
0.039,48.394910253717256
0.0395,48.08149462526055
0.04,49.25099564859028
0.0405,51.44256528426234
0.041,53.90703211523229
